book_title,book_author,Category
"SPAM: A Biography: The Amazing True Story of America's \Miracle Meat!\""""",Carolyn Wyman,['Cooking']
Starbucks Passion for Coffee,Dave Olsen,['Cooking']
Capitol Cuisine: Recipes from the Hill : A Bipartisan Cookbook,Diane Milliken,['Cooking']
Breakfast Book,MARION CUNNINGHAM,['Cooking']
Victory Garden Cookbook,Marian Morash,['Cooking']
Martha Stewart's Healthy Quick Cook: Four Seasons of Great Menus to Make Every Day,Martha Stewart,['Cooking']
"Making Your Own Gourmet Coffee Drinks : Espressos, Cappuccinos, Lattes, Mochas, and More!",MATHEW TEKULSKY,['Cooking']
The Martha Stewart Cookbook : Collected Recipes for Every Day,MARTHA STEWART,['Cooking']
"The Essential Vegetarian Cookbook: Your Guide to the Best Foods on Earth : What to Eat, Where to Get It, How to Prepare It",Diana Shaw,['Cooking']
Barefoot Contessa Parties! Ideas and Recipes for Easy Parties That Are Really Fun,Ina Garten,['Cooking']
George Foreman's Knock-Out-The-Fat Barbecue and Grilling Cookbook,George Foreman,['Cooking']
English Royal Cookbook: Favorite Court Recipes (Hippocrene International Cookbook Series),Elizabeth Craig,['Cooking']
Salads (Williams-Sonoma Kitchen Library),Emanuela Stucchi Prinetti,['Cooking']
Soups (Williams-Sonoma Kitchen Library),Norman Kolpas,['Cooking']
The Birthday Cake Book,Sylvia Thompson,['Cooking']
The Classic of Tea: Origins & Rituals,Yu Lu,['Cooking']
Low Fat & Light Four Ingredient Cookbook (Vol. III),Linda Coffee,['Cooking']
Betty Groff Cookbook: Pennsylvania German Recipes,Betty Groff,['Cooking']
30-Minute Meals,Rachael Ray,['Cooking']
Lean and Luscious and Meatless (Lean and Luscious Series),Millie Snyder,['Cooking']
Betty Crocker's Best of Baking : More Than 350 of America's Favorite Recipes,Betty Crocker,['Cooking']
Gifts in a Jar: Bars & Brownies,G & R Publishing,['Cooking']
The Meat-Lover's Vegetarian Cookbook,Steven Ferry,['Cooking']
Consuming Passions : A Food-Obsessed Life,Michael Lee West,['Cooking']
How to Cook Everything: Simple Recipes for Great Food,Mark  Bittman,['Cooking']
What To Cook When You Think There's Nothing in the House To Eat : More Than 175 Easy Recipes And Meal Ideas,Arthur Schwartz,['Cooking']
Frugal Gourmet,Jeff Smith,['Cooking']
The African-American Kitchen: Cooking from Our Heritage,Angela Shelf Medearis,['Cooking']
The New Joy of Cooking,Marion Rombauer Becker,['Cooking']
"Unplugged Kitchen: A Return to the Simple, Authentic Joys of Cooking",Viana La Place,['Cooking']
Better Homes and Gardens Cooking Chinese,Better Homes and Gardens,['Cooking']
Desperation Dinners!,Beverly Mills,['Cooking']
Rosie's Bakery All Butter Fresh Cream Sugar Packed No Holds Barred Baking Book,Judy Rosenberg,['Cooking']
The White Dog Cafe Cookbook: Recipes and Tales of Adventure from Philadelphia's Revolutionary Restaurant,Judy Wicks,['Cooking']
The Silver Palate Cookbook,Julee Rosso,['Cooking']
The New Basics Cookbook,Julee Rosso,['Cooking']
Lee Wade's Korean Cookery,Joan Rutt,['Cooking']
If I'd Known Then What I Know Now: Why Not Learn from the Mistakes of Others? : You Can't Afford to Make Them All Yourself,J. R. Parrish,['Reference']
The How to Think Like Leonardo da Vinci Workbook : Your Personal Companion to How to Think Like Leonardo da Vinci,MICHAEL J. GELB,['Reference']
How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),R. W. Holder,['Reference']
The Wedding Guide for the Grownup Bride,Shelley Christiansen,['Reference']
"Big Little Book of Irish Wit & Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",Fergus Kelly,['Reference']
The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,Writer's Digest Books,['Reference']
Know It All!: The Fun Stuff You Never Learned in School,Ed Zotti,['Reference']
Oscar Wilde's Wit and Wisdom: A Book of Quotations (Dover Thrift Editions),Oscar Wilde,['Reference']
"Good Advice : More Than 2,000 Quotations to help You Live Your Life",WILLIAM SAFIRE,['Reference']
"The Know-It-All's Guide to Life: How to Climb Mount Everest, Cure Hiccups, Live to 100, and Dozens of Other Practical, Unusual, or Just Plain Fantastical Things",John T. Walbaum,['Reference']
Quotations from Women on Life,Rosalie Maggio,['Reference']
"The Quotable Scientist Words of Wisdom from Charles Darwin,  Albert Einstein, Richard Feynman, Galileo, Marie Curie, Rene Descartes, and more",Leslie Alan Horvitz,['Reference']
What Happened When: A Chronology of Life and Events in America,Gorton Carruth,['Reference']
Words for Your Wedding : The Wedding Service Book,David Glusker,['Reference']
The Worst-Case Scenario Survival Handbook,Joshua Piven,['Reference']
Why in the World: Adventures in Geography,George J. Demko,['Reference']
Guinness World Records 2003 (Guinness World Records),Claire Folkard,['Reference']
DICTIONARY OF ANAGRAMS,Curl,['Reference']
The New International Dictionary of Quotations,Margaret Miner,['Reference']
New Pocket Hawaiian Dictionary: With a Concise Grammar and Given Names in Hawaiian,Mary Kawena Pukui,['Reference']
"Mr. Wilson's Cabinet Of Wonder : Pronged Ants, Horned Humans, Mice on Toast, and Other Marvels of Jurassic Technology",LAWRENCE WESCHLER,['Reference']
The Engaged Woman's Survival Guide,Arlene Modica Matthews,['Reference']
The Concrete Enema: And Other News of the Weird Classics,Chuck Shepherd,['Reference']
Weddings for Dummies,Marcy  Blum,['Reference']
"Consumer Reports Buying Guide 2003 (Consumer Reports Buying Guide, 2003)",Consumer Reports Magazine,['Reference']
A Guide to Literary Criticism and Research,Stevens,['Reference']
The Super Coupon Shopping System: Ingenious New Ways to Save $$$$ on Every Shopping Bill,Susan J. Samtur,['Reference']
Black Genealogy,Charles L. Blockson,['Reference']
A Writer's Workbook : Daily Exercises for the Writing Life,Caroline Sharp,['Reference']
Sin and Syntax: How to Craft Wickedly Effective Prose,Constance Hale,['Reference']
Writer's Digest Handbook of Magazine Article Writing,Jean M. Fredette,['Reference']
The Writer's Idea Book,Jack Heffron,['Reference']
The Marshall Plan Workbook : Writing Your Novel from Start to Finish,Evan Marshall,['Reference']
Fiction Writer's Workshop,Josip Novakovich,['Reference']
Creating Fiction: Instruction and Insights from Teachers of the Associated Writing Programs,Julie Checkoway,['Reference']
The Art & Craft of the Short Story,Rick Demarinis,['Reference']
Weddings,Martha Stewart,['Reference']
How to Become Ridiculously Well-Read in One Evening: A Collection of Literary Encapsulations,E.O. Parrott,['Reference']
Bridal Bargains: Secrets to Throwing a Fantastic Wedding on a Realistic Budget (Bridal Bargains: Secrets to Throwing a Fantastic Wedding on a Realistic Budget),Denise Fields,['Reference']
Bridal Gown Guide: Discover the Dress of Your Dreams at a Price You Can Afford (Bridal Gown Guide),Denise Fields,['Reference']
Trivia Mania: Movies,Xavier Einstein,['Reference']
How To Be A Gentleman : A Contemporary Guide to Common Courtesy,John Bridges,['Reference']
The HOMO HANDBOOK,Judy Carter,['Reference']
"20 Most Asked Questions About the Amish and Mennonites (People's Place Book, No 1)",Merle Good,['Reference']
The Book of Questions: Love & Sex,Gregory Stock,['Reference']
Schott's Original Miscellany,Ben Schott,['Reference']
The Woman's Dictionary of Symbols and Sacred Objects (More Crystals and New Age),Barbara G. Walker,['Reference']
The Cat Who...Companion,Sharon A. Feaster,['Reference']
"The New American Webster Handy College Dictionary: Includes Abbreviations, Geographical Names, Foreign Words and Phrases, Forms of Address, Weights and Measures, Signs and Symbols",Philip D. Morehead,['Reference']
Big Secrets,William Poundstone,['Reference']
Mary-Kate & Ashley Switching Goals (Mary-Kate and Ashley Starring in),Mary-Kate & Ashley Olsen,['Juvenile Fiction']
Tell Me This Isn't Happening,Robynn Clairday,['Juvenile Fiction']
Flood : Mississippi 1927,Kathleen Duey,['Juvenile Fiction']
Haveli (Laurel Leaf Books),SUZANNE FISHER STAPLES,['Juvenile Fiction']
Locked in Time (Laurel Leaf Books),LOIS DUNCAN,['Juvenile Fiction']
Skin And Bones,Franklin W. Dixon,['Juvenile Fiction']
"LAW OF THE JUNGLE (HARDY BOYS CASE FILE 105) : LAW OF THE JUNGLE (Hardy Boys, The)",Franklin W. Dixon,['Juvenile Fiction']
Sisterhood of the Traveling Pants,ANN BRASHARES,['Juvenile Fiction']
Charlotte's Web Book and Charm (Charming Classics),E. B. White,['Juvenile Fiction']
Peter Pan: The Original Story (Peter Pan),J. M. Barrie,['Juvenile Fiction']
More Scary Stories To Tell In The Dark,Alvin Schwartz,['Juvenile Fiction']
"The Lion, the Witch, and the Wardrobe (The Chronicles of Narnia, Book 2)",C. S. Lewis,['Juvenile Fiction']
"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,['Juvenile Fiction']
The Three Musketeers (Puffin Classics),Alexandre Dumas,['Juvenile Fiction']
Matilda,Roald Dahl,['Juvenile Fiction']
The Witches (Puffin Novels),Roald Dahl,['Juvenile Fiction']
Westmark,Lloyd Alexander,['Juvenile Fiction']
The Dreaming Place,Charles De Lint,['Juvenile Fiction']
The Iron Giant,Ted Hughes,['Juvenile Fiction']
"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,['Juvenile Fiction']
Coraline,Neil Gaiman,['Juvenile Fiction']
The Great God Pan,Donna Jo Napoli,['Juvenile Fiction']
Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,['Juvenile Fiction']
Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,['Juvenile Fiction']
Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,['Juvenile Fiction']
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,['Juvenile Fiction']
Born Confused,Tanuja Desai Hidier,['Juvenile Fiction']
Holes,LOUIS SACHAR,['Juvenile Fiction']
The Outsiders,S. E. Hinton,['Juvenile Fiction']
Alice in Wonderland and Through the Looking Glass (Illustrated Junior Library),Charles Lutwidge Dodgson,['Juvenile Fiction']
Little Women (Signet Classic),Louisa May Alcott,['Juvenile Fiction']
Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,['Juvenile Fiction']
The Hobbit: or There and Back Again,J.R.R. Tolkien,['Juvenile Fiction']
The Green Man : Tales from the Mythic Forest,Ellen Datlow,['Juvenile Fiction']
House of Stairs,William Sleator,['Juvenile Fiction']
The Little Prince,Antoine de Saint-ExupÃ©ry,['Juvenile Fiction']
Rosie'S Walk,Pat Hutchins,['Juvenile Fiction']
I Want to Be...a Veterinarian (I Want to Be... Series),Stephanie Maze,['Juvenile Fiction']
Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,['Juvenile Fiction']
The Watch House,Robert Westall,['Juvenile Fiction']
"Over Sea, Under Stone",Susan Cooper,['Juvenile Fiction']
Ella Enchanted (rack),Gail Carson Levine,['Juvenile Fiction']
"Two Princesses of Bamarre, The",Gail Carson Levine,['Juvenile Fiction']
Growing Vegetable Soup (Voyager/Hbj Book),Lois Ehlert,['Juvenile Fiction']
The New Baby,MERCER MAYER,['Juvenile Fiction']
Disney's Pocahontas (Golden Look Look Books),Margo Lundell,['Juvenile Fiction']
Colman,MONICA FURLONG,['Juvenile Fiction']
"The First Journey (Animorphs. Alternamorphs, 1)",K. A. Applegate,['Juvenile Fiction']
Esperanza Rising,Pam Munoz Ryan,['Juvenile Fiction']
The Mozart Season,Virginia Euwer Wolff,['Juvenile Fiction']
The Therapeutic Touch: How to Use Your Hands to Help or to Heal,Dolores Krieger,['Health & Fitness']
Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,['Health & Fitness']
Diet for a Poisoned Planet: How to Choose Safe Foods for You and Your Family,David Steinman,['Health & Fitness']
8 Weeks to Optimum Health,Andrew Weil M.D.,['Health & Fitness']
Strength Training Past 50 (Ageless Athlete Series),"Wayne L., Ph.D. Westcott",['Health & Fitness']
Last Watch Of The Night: Essays Too Personal and Otherwise,Paul Monette,['Health & Fitness']
How to Get Your Kid to Eat but Not Too Much,Ellyn Satter,['Health & Fitness']
Light on Yoga: Yoga Dipika,B. K. S. Iyengar,['Health & Fitness']
What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,['Health & Fitness']
The Complete Book of Food Counts (Complete Book of Food Counts),Corinne T. Netzer,['Health & Fitness']
"Fat to Firm at Any Age: How You Can Have a Slimmer, Well-Toned Body at Age 30, 40, and Beyond",Alisa Bauman,['Health & Fitness']
Patient Heal Thyself: A Remarkable Health Program Combining Ancient Wisdom With Groundbreaking Clinical Research,Jordan S. Rubin,['Health & Fitness']
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,['Health & Fitness']
How Weaning Happens,Diane Bengson,['Health & Fitness']
Birthing from Within: An Extra-Ordinary Guide to Childbirth Preparation,Pam England,['Health & Fitness']
The Fat Flush Cookbook,Ann Louise  Gittleman,['Health & Fitness']
The Fat Flush Journal and Shopping Guide,Ann Louise  Gittleman,['Health & Fitness']
"Stop the Insanity! Eat, Breathe, Move, Change the Way You Look and Feel--Forever",Susan Powter,['Health & Fitness']
Silent Knife : Cesarean Prevention and Vaginal Birth after Cesarean (VBAC),Nancy Wainer Cohen,['Health & Fitness']
Apple Cider Vinegar for Weight Loss and Good Health,Cynthia Holzapfel,['Health & Fitness']
Remarkable Recovery: What Extraordinary Healings Tell Us About Getting Well and Staying Well,Caryle Hirshberg,['Health & Fitness']
"Detox: Cleanse and Recharge Your Mind, Body and Soul",Christina Scott-Moncrieff,['Health & Fitness']
How to Sleep Soundly Tonight: 250 Simple and Natural Ways to Prevent Sleeplessness,Barbara L. Heller,['Health & Fitness']
Hunger Pains: The Modern Woman's Tragic Quest for Thinness,Mary Pipher,['Health & Fitness']
"The Simple Living Guide: A Sourcebook for Less Stressful, More Joyful Living",Janet Luhrs,['Health & Fitness']
"The Gentleman's Guide to Life : What Every Guy Should Know About Living Large, Loving Well, Feeling Strong, andLooking Good",STEVE FRIEDMAN,['Health & Fitness']
JOSLIN GUIDE TO DIABETES : A Program for Managing Your Treatment,Richard S. Beaser,['Health & Fitness']
Ask a Nurse : From Home Remedies to Hospital Care,"Geraldine, Ph.D. Bednash",['Health & Fitness']
Low-Carb Dieting For DummiesÂ ,Katherine B. Chauncey,['Health & Fitness']
"The Healing Foods: The Easy-To-Use, One-Source Guide for Better Health Through Nutrition",Hausman,['Health & Fitness']
The Patient's Guide to Anesthesia: Making the Right Choices,A. J. Hill,['Health & Fitness']
Chi Kung: The Way of Healing,Kam Chuen Lam,['Health & Fitness']
The Secrets of Bach Flower Remedies,Jeremy Harwood,['Health & Fitness']
Drop-Dead Gorgeous: Protecting Yourself from the Hidden Dangers of Cosmetics,Kim Erickson,['Health & Fitness']
Your Body Believes Every Word You Say,Barbara Hoberman Levine,['Health & Fitness']
The Ultimate Cure: The Healing Energy Within You (Llewellyn's Whole Life Series),"Jim, Dr. Dreaver",['Health & Fitness']
Crystal Healing: The Next Step (Llewellyn's New Age),Phyllis Galde,['Health & Fitness']
The Weight Watchers Complete Exercise Book,Judith Zimmer,['Health & Fitness']
"A Chakra & Kundalini Workbook: Psycho-Spiritual Techniques for Health, Rejuvenation, Psychic Powers and Spiritual Realization","John, Dr. Mumford",['Health & Fitness']
